Address	                                        Delegation    	Slash amount	Compensation
cosmos1l4s0tygz35qalle2pastmpw4pt0urck32mqfdl	102.348417	0.010234842	0.015352263
cosmos1kym28fyj67mh55hd9hkedt2f0gc5haafzdc033	102.325875	0.010232588	0.015348881
cosmos1wn5wna3y94rhp4sll8la57ms8lahfvx2s0845j	102.107775	0.010210778	0.015316166
cosmos1jm5hs7957cpn6ngs00yngup6f7z8jls8d5epqh	101.900325	0.010190033	0.015285049
cosmos167esvg3wz6dd4e0c6t45a9w98ugy47gqvs6rk8	101.692828	0.010169283	0.015253924
cosmos10x3e22uxly7wjmynh3e7r92m7tqeprez58nera	101.3	0.01013	0.015195
cosmos1t79pp4rv5g928rgru3xywdxl7pae8ud0vta0ae	101.239875	0.010123988	0.015185981
cosmos196657fmuqx9yd89ge8mwdcrtarcqvsah8u9kwe	101.171427	0.010117143	0.015175714
cosmos16egyfe2wspwsgc0s2xtg23xkvcu69ra33rnzt4	101.133543	0.010113354	0.015170031
cosmos1qj2787n872jn8t2zhreac27lh0hlpq6z9t2wg6	101.048825	0.010104883	0.015157324
cosmos1pwsrhdlmezny385t2ue5y37cu0zy9glm0yznnk	101	0.0101	0.01515
cosmos1xnp0x9a84gqljt854jrfwxwudgqe76ze0727ax	101	0.0101	0.01515
cosmos1eupztgrlrek0v7agvdmcfakautrsxrjp2r6l0f	100.77	0.010077	0.0151155
cosmos1cudnvrfr8frayurauv2vh0y8ewnqvhxdwpuxaj	100.769999	0.010077	0.0151155
cosmos154pypmugfuk94c85efzwdntamhrkl86mljdn4s	100.759122	0.010075912	0.015113868
cosmos13qwg5dfywst9zx4etzrjjqcfmrepxfe8jucvr8	100.742871	0.010074287	0.015111431
cosmos1xpcw877syhsn5xqe6rpjank7g744r8k0xg2dp0	100.607647	0.010060765	0.015091147
cosmos1s0mar2nr8lh96hqweeelwuk4eghynzmegu57np	100.5676	0.01005676	0.01508514
cosmos17eqelqd0hx8p2aujpsz9ph5m9209pj0naatzvm	100.558714	0.010055871	0.015083807
cosmos1wqr6pwhq9u82g623vvngyhxpe9v5cefr663uf5	100.535996	0.0100536	0.015080399
cosmos1xmv9u389awdw6qpvekwsnkv7zvlyh3qm0qtw4a	100.302587	0.010030259	0.015045388
cosmos14vkfjn8lyl8kne0zclh6e56guj90zx4u9wrwd8	100.205785	0.010020579	0.015030868
cosmos12jna3gj2jd5pkvl6clmzd5pfg6tlgkhpqjha80	100.2	0.01002	0.01503
cosmos1w5svr8h6lc5xckaz9vwcuqhwuvu5gxh55r0ye2	100.191964	0.010019196	0.015028795
cosmos1uxthxgqhmxaqlh5u6990j48x5y0u2udfd09nmx	100.13	0.010013	0.0150195
cosmos17ww4cscj8e5qawaksjcwhnszxps5y23p9ah6jm	100.1	0.01001	0.015015
cosmos1qjpvgmsr504jha3rxv7pw006p9j02ycaegfdwp	100.09	0.010009	0.0150135
cosmos17mn72ymfklj2ku9l08clfcdv0zluqxwg73w8rm	100.02	0.010002	0.015003
cosmos125ms3pf9754fh4dsm0lthc5fzxwe7p2n4kx9pp	100.01	0.010001	0.0150015
cosmos1w04rzhugpmkh3fdmg6q2m3psxjl9lkmqe3te9x	100.01	0.010001	0.0150015
cosmos10228adhwcp6q0fk7p3pl4vt99pchswea6s9jql	100.01	0.010001	0.0150015
cosmos1lge4x4gre6vmz7gamw7a8f6u7pmwlsul57w8f3	100.000009	0.010000001	0.015000001
cosmos1pg8m72dntrnw663ryqy0kgun972v373vdu9qs0	100	0.01	0.015
cosmos1y6uvcwk0v4y54fn5y60tpv40zt8nakh6reqhe7	100	0.01	0.015
cosmos19gunah672675ywyk9q097jz4htvs6308x26979	100	0.01	0.015
cosmos1xjze0tc5802vq8nrv9fwfd6lyqqdr28jy0r3k0	100	0.01	0.015
cosmos1x5ztfuxkxaggqzy9dtmdmxrcx70ptk0ytu2p2u	100	0.01	0.015
cosmos18sk4ksayrahrmrl7pmjga965ymn0mjq430u24g	100	0.01	0.015
cosmos1guue3ck5k4xek5pfduq7u0er9t2x0khjcs43vf	100	0.01	0.015
cosmos12g9tv7kzg06nx28szkvp7ud5jywpqv9sxqw0q7	100	0.01	0.015
cosmos123qhwf6pk72x4m7ycvyqju75y743tup0wckkrs	100	0.01	0.015
cosmos123s58tgcv6ca6e5607gd44e66lt6aqaysnc4re	100	0.01	0.015
cosmos125rr959yqdlyyqyjt3j7c8uek3q3ktrgv3r40w	100	0.01	0.015
cosmos1tdanhdefs6kpm29wnh5upmewcf6n2p8t0m6vs3	100	0.01	0.015
cosmos1w6dpa2l2fc3v2rc9dpuhqg4lt6ykvlqgq0k82p	100	0.01	0.015
cosmos1wafrsjunvx4mg5r0v90ztnznh2ejrcuxyd8h84	100	0.01	0.015
cosmos1w79285fzng37ek39c3t033e629u2tmuj54pejr	100	0.01	0.015
cosmos1s5eujwdpe8mdplwtmyuazr2e09rme2mzmuvpm7	100	0.01	0.015
cosmos13v7m4cwka9sxjutkk26zl5tt7e0squfwdg55y3	100	0.01	0.015
cosmos1jgcn8xat8k30ye60tsquw9v456kn5fadl5g9m6	100	0.01	0.015
cosmos1nyqeeud2p5gmy85au8yl74d4k3tylg0977yf5v	100	0.01	0.015
cosmos1n8gr2p44e84x22lqe0q88eg4n37wxcgphv8880	100	0.01	0.015
cosmos1nu4uz4v3ahayzy9d8te33jh7cshg8qag7msz6v	100	0.01	0.015
cosmos1n7uslgxt9ngp4g6nv66wxx8xm5f53cch0m64fh	100	0.01	0.015
cosmos1khdzt6jfajd2av350wlugagrzkxhvn2kcglt56	100	0.01	0.015
cosmos1kesd3j3y3hy4d6u48x747h48pa43q42lhhj4cl	100	0.01	0.015
cosmos1h2085yu002vk4v8s5ep4nqqmjk8dk6k4s85uat	100	0.01	0.015
cosmos1ht7aw6qvy4fk57puka9yzs3jgh83sgw323lsvh	100	0.01	0.015
cosmos1hsrp55c95l3d3ycuy7kq24u8za6srt8vt49m8u	100	0.01	0.015
cosmos16r3fdy24dzjpm07w6yy2l9x8s4pa5d56jkv832	100	0.01	0.015
cosmos16aexjz5dnjsw2ruqrun5uxmhyjfvrff8emq2l4	100	0.01	0.015
cosmos1m98npnapvhlpxx32gygd6swa235qzrh638ypww	100	0.01	0.015
cosmos1un3ttecl2223hlep88qke0els9eaw3vqvz6npf	100	0.01	0.015
cosmos1aawgwnuz4095rhejaf5e64mw4jxh623xd0hyst	100	0.01	0.015
cosmos172z39eye3863rfsfrutv98gq72vz4h78qvyzs4	100	0.01	0.015
cosmos1lyl583s52mj2ts8wet690uqt8mrt434t8dq28ef6ep52c4wsdqxqzm3etr	99.999999	0.01	0.015
cosmos1g87sgs58mlezsk2ug55nyc0y5wsrusgvt7ndsd	99.99	0.009999	0.0149985
cosmos1qpahd6sfjrm9n047xkf6a259vxdn3x3gqrv7j5	99.9	0.00999	0.014985
cosmos1pf3jlv3ruvk6mx756j6vuevv4ctg3yqse6z3xg	99.9	0.00999	0.014985
cosmos1z4ftsxtwrce5fsqw0kphr8rrp0qz7nflkulkwg	99.9	0.00999	0.014985
cosmos1xp8va4fxuma3mnpd95hes8pevgx36qm4m2vs3r	99.9	0.00999	0.014985
cosmos18rulyae0hga36wgeqm05xdz6ukquje8cvyfdsa	99.9	0.00999	0.014985
cosmos18xfpxsfyw8ufp9v0dw3uskng9ekxc68fdgzsf9	99.9	0.00999	0.014985
cosmos18u6ec766s6293pap07vkt2gdw3tdt0854cz2xr	99.9	0.00999	0.014985
cosmos1ftvhqh9l0wwlqnzgks9pxg3c2u6ezsv8s6a7x4	99.9	0.00999	0.014985
cosmos12zn3y8gdu4a2m0gcwelfqasp84dr89snvklvua	99.9	0.00999	0.014985
cosmos1txkcu8kqflvru2s5x9apyzp3cgck0s9rmn5t7l	99.9	0.00999	0.014985
cosmos1vt36qzjnumjlgsx3uala2fdnzeug03kswwld6u	99.9	0.00999	0.014985
cosmos1v3777ntwtuh92usgu0msj4pfyktauuekz3j0jl	99.9	0.00999	0.014985
cosmos1wmznr4jkcnhg9uqpsc5y2axltcul0sfa2uarug	99.9	0.00999	0.014985
cosmos102z5lg8tn4vne3f9fnj5tuwhd9jdyr05zjazt4	99.9	0.00999	0.014985
cosmos1s8uwtyvapukdj7dj9ndxt2nuewm2quhes9l3ys	99.9	0.00999	0.014985
cosmos13t2csugawwtn6reu5uhvgd6v877zcmx42e99e0	99.9	0.00999	0.014985
cosmos1kr5vm6ss975uwf9pqwctcxfnchyrd0tkmlhqed	99.9	0.00999	0.014985
cosmos1kay9tug9atcrrnjr0jn5x8n323d6m3c5pue3zu	99.9	0.00999	0.014985
cosmos1hxnehk832set7ee5dsyntqe8ss8phdu42mmp9x	99.9	0.00999	0.014985
cosmos1h2x8kcufuzssrn2vj8gludje5464f9fqfqr8cn	99.9	0.00999	0.014985
cosmos1myfzs2d5kyhqfn4yam2tytskyyjtdmh4ydwr8a	99.9	0.00999	0.014985
cosmos1aqhgnslkgvdrxnrjpfs7frvyj948k760aq84uv	99.9	0.00999	0.014985
cosmos1agx7y7swmz3w7e4sxqv7hd5uwwm35t7fu58p9a	99.9	0.00999	0.014985
cosmos1zq46d7w7h7xeny4m3wykkn78th7w0xj5w64epy	99	0.0099	0.01485
cosmos19tleew7p5c7lp2hsvfw34mwjnq02syrchpfdut	98	0.0098	0.0147
cosmos19umud84w93qqgx8adc64zmfm3xaefasld7nlp3	98	0.0098	0.0147
cosmos1v8xa8g34cge2z2zhfxzjhxhu3hrexvcyk88l8u	96.88	0.009688	0.014532
cosmos15cag6jemq8hl4kqqdse643x23j833jtgz7s0cd	96.43777	0.009643777	0.014465666
cosmos1x3jpdalrw3ccd65h74069jq0wga9g9ynl2eva0	95	0.0095	0.01425
cosmos19s4eslttt3xkhtn2f23pzjjkqtxmhh5cv7vgx0	94.39293	0.009439293	0.01415894
cosmos1x0u6xljjh7xl44vp5wrem054j3e9gy4d6u8cxk	93.9913	0.00939913	0.014098695
cosmos1lpy5ah9ckvgjpevraa982p9z0wxkhtc2x32d38	93	0.0093	0.01395
cosmos1g5fl4lra8lx2cg9v9my7dgnq9rpndxh4m5jdz8	92.497034	0.009249703	0.013874555
cosmos1fa59jlnx2aljljp7v2n9thc8ul9y74pww28q4y	91.435809	0.009143581	0.013715371
cosmos1rvkmwk8edelq3deynyk6s026pxgqqh9pat5rn5	91	0.0091	0.01365
cosmos14thggy432vz6r3ngz9h332g6u50zkjqztk53cj	90.526414	0.009052641	0.013578962
cosmos12jkhcs95mvp9m9f0cxygyu2d6c0vdjpwwj7sxu	90	0.009	0.0135
cosmos12vyyl4xf8x9tjzgcnl2p5t8jm6mw4uzrpywwms	89.684775	0.008968478	0.013452716
cosmos1ejs2e5ht03kwzdv3s320gp3pch4za93mnp85v9	88.944725	0.008894473	0.013341709
cosmos1p7pxhn6s25qjrjlqgvxa8q35mp6rl099h69mgl	87.839737	0.008783974	0.013175961
cosmos1m5gf7205lv44q9rsp64sg0tpfn24ytzgz426yd	87.5	0.00875	0.013125
cosmos170mgxqmtma84muq5r0aryyumase9nh5yv8tvpn	87.21261	0.008721261	0.013081892
cosmos177mc6vh9t2ks96aglv24cmhc6pedvxeh8vvs0m	86.902598	0.00869026	0.01303539
cosmos1pf2mtdnlnzv2qhhhphzxs0kfyng4y9xatr3v4g	86.46	0.008646	0.012969
cosmos1869ne5p7a49md344ey0t6gpy65srn7z8rglgew	86.188994	0.008618899	0.012928349
cosmos1ud8mkg5fqg4swaen2ur5va5ezlnf3w2jzpjm4r	86	0.0086	0.0129
cosmos1svj6jed5clutrvm3e7p56nphgl8uqd9zjsgxnj	85.39146	0.008539146	0.012808719
cosmos1uqu3q8tca4v30zehndhvq8ascp0uwmgr4ktsmc	85.31	0.008531	0.0127965
cosmos1wlag0m9g29d6fv27v6ht2qs5ukmvmp4dmeeagu	85	0.0085	0.01275
cosmos1cvdykmq5sj4qwzq5t5dtds5dsehy0zklszycu9	85	0.0085	0.01275
cosmos1h0ytgclzxf8d6pm45hf8672gs3hy8ptyd65mxh	84.314108	0.008431411	0.012647116
cosmos12wlhzja6rduh4ehuzgc75jru3s888vyudwpfep	84.000006	0.008400001	0.012600001
cosmos1320ux97g0qg375dkdxwypdx2gyu2kfuc298nwx	83.764315	0.008376432	0.012564647
cosmos1cjruauqgu93un3r4unc4wdetp4uk3f7t9r28f0	81.946858	0.008194686	0.012292029
cosmos1t2lftr4rw8ua673wsr9lhcak9e7j9ns3haqf8k	81.7	0.00817	0.012255
cosmos1kyknsm5kegm4tdf6mkcuvhzy28yeq8dquaxgl3	81.537174	0.008153717	0.012230576
cosmos1q24v43kzstu5en8p7y2uts564s9ry3p4zy28c3	81.010997	0.0081011	0.01215165
cosmos1f4sy5vpu95kyxg5rwhsxvfym286e6qy3da2j3y	80.473024	0.008047302	0.012070954
cosmos1ykj7my484vlh2ur6uvt4pqj942h8jh0nc0xnaj	79.49425	0.007949425	0.011924138
cosmos1cxrr8e8ac76llvd5vfcjnap7jd0nnnejxj4x6d	79.451615	0.007945162	0.011917742
cosmos1f8kvwq852qu4fk5wywhqaehyqenwc5fes50ce8	79.07221	0.007907221	0.011860832
cosmos1pszr6zt6072v22zwfkfg59tna6kvv0l267wg64	78.509015	0.007850902	0.011776352
cosmos1vjjzavwdetp5s6g7htenuz3r0xtm6fpgplcjyu	78.045639	0.007804564	0.011706846
cosmos1z36qdsdrqlm5qmzk6erzmfxucm8ylawvl3kjwz	78	0.0078	0.0117
cosmos1nyvw2n38jgl3z4e4mx5h6mp29d2wzu0z3mve09	78	0.0078	0.0117
cosmos176mracsfvlwtvduh73tqz679s066md0dd0yqyg	77.533944	0.007753394	0.011630092
cosmos1qyk3neu82kuevar3gppwm20wsmythgrz0dautl	77.4522	0.00774522	0.01161783
cosmos1auhl83t4nhm2lc8hfmv3fl4kzzgt6nsgsu8eua	76.493919	0.007649392	0.011474088
cosmos1mw4929v2us5hgmrysqlgxx7ujala4nk7jkts3u	76.063505	0.007606351	0.011409526
cosmos1c8fsx7ulknatzt3d7vd8yyu5ehk503x9u5guky	75.386267	0.007538627	0.01130794
cosmos19h0y5m9yqexq3x4ycvuenln4fps0fygxrq3q3m	75	0.0075	0.01125
cosmos1n0fwnfl4r8m5a4kumcywl78wnn507p57v469wa	75	0.0075	0.01125
cosmos1hlsvwshrc4l66vmaenh490d9pzrrakzqjpg28u	75	0.0075	0.01125
cosmos1qhmk6lydl2g7a7k6676zugw4lk42fajveq6fr6	74.9925	0.00749925	0.011248875
cosmos1le7s5nw2lw80cd6h7kyukfjkaxpkqk5uhnkprp	74.9925	0.00749925	0.011248875
cosmos1u8jwk9umr47cxjepq0hk647wdznvqhlgru39nl	74.553747	0.007455375	0.011183062
cosmos1pyacezvn3n75fqf37jtjzml2enppzp0mhjd4fl	74	0.0074	0.0111
cosmos15gvtyy0pjxdmu64mjfwp8tkt6hlmf5g92tqa6r	73.722155	0.007372216	0.011058323
cosmos1upedd5f8f7rh8yvsjyrstze5uw943yhtxwp0gy	73.550491	0.007355049	0.011032574
cosmos13hdrxcy2w5grm40vvhfxa5kpfa40a9ry7ke3g8	72.5	0.00725	0.010875
cosmos1adgtlwmx0f6dp3q4lg5ly32wp5hgsnfut2wj62	72.482238	0.007248224	0.010872336
cosmos1mptagklhhz02yg6qn3cjmlrutmgf0rtex8hwem	72	0.0072	0.0108
cosmos1y3lzzka8tlr30ravdsytxmjzmvdu4wuu4ghtg9	71.800411	0.007180041	0.010770062
cosmos17cpkynzphdv6g28zc6skhuqzwvn27fyltyt6td	71.290598	0.00712906	0.01069359
cosmos1r2ullmtu3nwxxt3fmt6kyq6zq3k2cqyx7y6snk	71.167032	0.007116703	0.010675055
cosmos1ff08jtdg0nffg86zurld8strd0awvewr3r4fwf	71.100795	0.00711008	0.010665119
cosmos18m2aqe6cky0nl5tk56hckt30uglq88ehqkv3kx	71	0.0071	0.01065
cosmos1e53gkdvxxvyyuq25sp9pyyfj4n2uj9v74uddnh	70.977577	0.007097758	0.010646637
cosmos1y97ldlkpvwncxfxd3etmzgwdsl5h8wem7dfkyj	70.861811	0.007086181	0.010629272
cosmos1j6y7gafqnlv25hmeqh3tkcdf3d072uhgpp42x0	70.84611	0.007084611	0.010626917
cosmos1hjfm07hll9aymdzwzgrm7dkcuuy0975mpm9apt	70.567322	0.007056732	0.010585098
cosmos1tt4rzqyzvp2azvler5r4mzlecdsxnc08m8gd5a	70.051309	0.007005131	0.010507696
cosmos1adr72atmnzzvqlfe574c3qk5s9zxk0l2uua7f9	70.014126	0.007001413	0.010502119
cosmos1f2ezd93ym4ee6hgthaqyg2zn992yd98zwk3rxg	70	0.007	0.0105
cosmos15d3wl78urwzqqvj4sjtdl8t4r0r5qy3mz4lpjm	70	0.007	0.0105
cosmos1q08n0593ptd7y2q6ntyhptxzgfgg6uw3pw9r73	69.790042	0.006979004	0.010468506
cosmos1ts3pncya02duykrjj3tmmkdy6nwvmwzq050atx	69.631784	0.006963178	0.010444768
cosmos1ehvjdhqp4x7yyxca32207r9pq3qhvgx5umjh3e	69.619616	0.006961962	0.010442942
cosmos109rpc9sy49vrv22gz8yk8jutq2s37jxwu5h05z	69	0.0069	0.01035
cosmos13u8a0ckfzcmxxys5gq7z8yyyn8643d497axa5r	68.5	0.00685	0.010275
cosmos1dusma5dvpc5r75z9zak5smwpkd7dg97mm6t8j0	68	0.0068	0.0102
cosmos17dc8ppd32w2lvah9hhcls6dksl7cma9002weuw	67.988556	0.006798856	0.010198283
cosmos1d32zj0nkn2u3lpthfk568te6ydghmmzwy5gf8s	67.439919	0.006743992	0.010115988
cosmos109gyhgg4g7ej8hrpsnvfmp7fpj0l3sk2cku865	67.398446	0.006739845	0.010109767
cosmos12amm5ultev90yev4wregj436a5hhw3wpr7qc3t	67.28	0.006728	0.010092
cosmos1np4mw0qvygm5c6eg8er9lqt5r0eek2altluuht	67.193622	0.006719362	0.010079043
cosmos1vf6gyd72pg9h63gcj6gncr63na9kyyz9qz0k7c	67	0.0067	0.01005
cosmos18q2s7spf6jn8xr95dfw4uaff6a55xr24cjl22m	66.961172	0.006696117	0.010044176
cosmos12duth72wczxgzp8kdhsu6ulzu2msshe5ay7wc2	66.937879	0.006693788	0.010040682
cosmos1jg3lcyus03xhy0mqejz8mycytjne380dvfw6gs	66.490903	0.00664909	0.009973635
cosmos1fq6q20sxqjvwgrksytkkkev0kqxjwlj65jmpsz	66.2	0.00662	0.00993
cosmos1fpr70ct7yxjajlwqftuxramwsp3v9etezuudtr	66	0.0066	0.0099
cosmos12an980pvlnamafzetlqgvpgs25m50c9whe6d27	65.758443	0.006575844	0.009863766
cosmos1jwtdv3c2fwtkjg0lgmtwqae2yy0cqhzjwcapnd	65.666159	0.006566616	0.009849924
cosmos1tq9arlhaupzsvpdly2u2954lny8h67396fu8na	65	0.0065	0.00975
cosmos1qzmu3y33vhwhexwwtctp7e3fn20qnfphjr25jj	64.9935	0.00649935	0.009749025
cosmos18jcv6nnyu0r3rs89mpeyuzl3h5a0qyfk36y6ma	64.478657	0.006447866	0.009671799
cosmos1whagkrtckums8w670pqe5zykyscfsveq7syl8x	64.316863	0.006431686	0.009647529
cosmos1n4t5e38ghegaa7ycd02el9pwqy2ksrngvfkfk9	63.363892	0.006336389	0.009504584
cosmos16tgexnvy7354ul6ve08kqk8czar5eejf2c4l6l	63.135999	0.0063136	0.0094704
cosmos1jvfvj3vxdh7g0cxcncxxl3dcr9yc47yehhj9hz	62.993699	0.00629937	0.009449055
cosmos18jlc56v4gxux4wcah5njcnkxv6lde2hnqsmzjf	62.737277	0.006273728	0.009410592
cosmos1k20u9smlky6rtt69d3th2nenp6z0xllf7gz2q6	62.676817	0.006267682	0.009401523
cosmos183cftks88hmhurkn2pjtna6uxtq994kq80mmr6	62	0.0062	0.0093
cosmos1qr0u3wf63adhan5ejczwnuxk8c2l69sqm38ayg	61.449157	0.006144916	0.009217374
cosmos199lez979cln0tv24xr37g8rr3lcehu6za6t5a8	61.430758	0.006143076	0.009214614
cosmos1vh28vru2ld8qsk7hreshl07zgruynn96dtfdp2	61.4294	0.00614294	0.00921441
cosmos1mlnak03uv77p8chr50aryqnyrxn8ht6ex94ghz	61.28347	0.006128347	0.009192521
cosmos1m9l079855uy498p47esvzd6fww7nu8552ymydp	61.21367	0.006121367	0.009182051
cosmos1fsvk7clk0fxw47n3ptsvumv0gq2ds0l9zzxkhh	61.202257	0.006120226	0.009180339
cosmos1tyrjdzyx7tvm08wks8hwqmlvpmzyu3ewdnmhe9	61.200194	0.006120019	0.009180029
cosmos1rgawze2s8sdv0ukdknnv7wjf02p9vmtylq6dzr	61.1696	0.00611696	0.00917544
cosmos12saxy20x0x3n7efuxpfeq4jqp0vqpazyye4ekm	61	0.0061	0.00915
cosmos1tqmffgldfnnjfzlrfyq9j0ajtfks7tlluen4ht	60.50639	0.006050639	0.009075959
cosmos1mhjg8rdz4g4w3ad3ndlfhx6h5w5053cxvqxs3h	60.4	0.00604	0.00906
cosmos1uaqkdnq627lu3jkkdf6fqc8anaptr2earhtwuj	60.38485	0.006038485	0.009057728
cosmos1yj7htkv0tpej85uwrwpxtnxkdu8ekp4n6uyh8r	60.384362	0.006038436	0.009057654
cosmos1rqcay6dh3fxkw7uafg7qzk66292uq4lu0vz4fe	60.29925	0.006029925	0.009044888
cosmos14wzc5r6vax5l4h52strsexw3l5dszn3pmn053s	60.27977	0.006027977	0.009041966
cosmos1pf0f2vu9ccvww620m2jn9j8sujkf0he4xwuadu	60.272113	0.006027211	0.009040817
cosmos1w75v8fey2mpvw4hq9kkc62jg2ds6dl4qd663ws	60.25512	0.006025512	0.009038268
cosmos17eqd6hzvssfq66yd6upkkdcy8wy09v7x7gkxux	60.251954	0.006025195	0.009037793
cosmos1njaj2j8589u6fwe4272vf46exv823ed7932tgf	60.172472	0.006017247	0.009025871
cosmos1nej8t52phfyth0ju9cyjz6y9hk7qxkvl57pf00	60.11474	0.006011474	0.009017211
cosmos1zt5sxwewp4cfnf7tpsx0cu5efpuwp4cve7xnwa	60.03	0.006003	0.0090045
cosmos1wxknc7mkdhvszvc2cvammacwfmp304hfrq2lmd	60.021638	0.006002164	0.009003246
cosmos1rrvmud59etyrwhzfm3knghkgn2uhjfn25e5yny	60.02	0.006002	0.009003
cosmos1dzjz80x00vk92ehm5pw8fv0c23pw2je9wlpmqv	60.02	0.006002	0.009003
cosmos1dgh4eu8pywlv3hmecrf9wgmfkrdcmawh8cfyc4	60.02	0.006002	0.009003
cosmos1ep0quzn4j9z53pg6tchvths02g6t56e24dq2u8	60.02	0.006002	0.009003
cosmos1mv9p77pq4ls3030qjcwfsr37gp82s3e4dy8nkx	60.02	0.006002	0.009003
cosmos1qfh6ml8qdl5ygmxcq3u0ns2vprnpeajx749m2u	60.01	0.006001	0.0090015
cosmos1p95u6z3wt8pmlgf2n2egsvx20n2j4de36qwujp	60.01	0.006001	0.0090015
cosmos1rs7dyalk6srpc7fy0ghddjqen30r9m7qvsysx3	60.01	0.006001	0.0090015
cosmos1ykthgd3787ap7valrfr33fhsdglt3gtjn5ruug	60.01	0.006001	0.0090015
cosmos1f4xd62q7e8kmyn7n60qkfv8fqhpurgqn82m755	60.01	0.006001	0.0090015
cosmos1fuw7z2aqge07ayed2qczrqy8thnyzx3cqdge3d	60.01	0.006001	0.0090015
cosmos12x7zjg627hmzt6lkv9v95yt0uj0h2a5ssdwyhj	60.01	0.006001	0.0090015
cosmos1wrla6udpf2e7zc38592r0zy45p436e9psd0apj	60.01	0.006001	0.0090015
cosmos1whekwh2ekl2kse705xherejvh9hlrqrkrlu372	60.01	0.006001	0.0090015
cosmos10ju5wkcuvf4sf0n7gyvkre4pxymr2nmf7lf7d0	60.01	0.006001	0.0090015
cosmos1jwhyu0ukjp9nxdsrat7c60sup9j6c8kjnhxgv0	60.01	0.006001	0.0090015
cosmos1jn6kenmk4fqg82ewme54hw7n75lzl5z27tm0rw	60.01	0.006001	0.0090015
cosmos1n9d77fxj4p36q84yt60zzpvjqh99plu4hv045t	60.01	0.006001	0.0090015
cosmos1580p9vsgrj2hgeywlcflza4ukruusrt0sdj82t	60.01	0.006001	0.0090015
cosmos156wc7yp9mc04ka24vdyhte3ynx206u9q9x8x3g	60.01	0.006001	0.0090015
cosmos1czjjcft8t2uvxzaqw9n0ckrf2j7wtmxn5ggrk3	60.01	0.006001	0.0090015
cosmos1c8vfecjx40dnjq89gxkv8yfg9kammpe5f06fpr	60.01	0.006001	0.0090015
cosmos1a9cs6lg3ctkw5m47tzj5gyccjg9z2g3v6dcfde	60.01	0.006001	0.0090015
cosmos1anvwgcwgvq2dv8a04yuaxc33rayt2tz706lch5	60.01	0.006001	0.0090015
cosmos1aef32f27v7zgjkk4le5gknl0hn90z0gxpgcqd2	60.01	0.006001	0.0090015
cosmos1ldj5cfsprklzvfrxph5hmsngjeut4hxq8pfpwt	60.01	0.006001	0.0090015
cosmos1nervvjhclqukfuxnpua7cmkdn6rg43k6ajrr9t	60.001505	0.006000151	0.009000226
cosmos1r220rglpyhre4ync7ddrwp0fz666rwe8twjh2a	60	0.006	0.009
cosmos1yfqgxkuh5rgm6tnctue0hnmgvzyhvvt5dvd4qn	60	0.006	0.009
cosmos1y0j97yktgpulujpszk2s52fcx0pa82clc4rhf5	60	0.006	0.009
cosmos19509l75l9vu65w40q8ue2ng2zn3cvzszy9cttt	60	0.006	0.009
cosmos1x7y3jrc2hhwlsxsr3nfc8mycg086dcal9fglq9	60	0.006	0.009
cosmos1t3gfqlw3myyhagu86dfc5u2qq8lzfkjkyn7y8z	60	0.006	0.009
cosmos1kuezw9jrw2t3phkryk2lrj8ldw6qfcqgp7tj93	60	0.006	0.009
cosmos1c0e84eygny0lv88zvrtq0qn0synmeqdfdyklhl	60	0.006	0.009
cosmos1qe234cn3lttx3c45hz4vk6hmdurkvmspnxz9ud	59.995525	0.005999553	0.008999329
cosmos1pkcf8mmat0gya8p9ge0ly5m22ft8x67vxdx7xy	59.94497	0.005994497	0.008991746
cosmos1png3vymvmalsp739p8e7zc3fscx4vk9q2f28g4	59.91762	0.005991762	0.008987643
cosmos1cgqdjd6km6mdgvack2h86cha2qkn6u74nxg9pc	59.831238	0.005983124	0.008974686
cosmos1w9r7564073zvr8x7tmdkcphw0jrgr5k905tsl0	59.820946	0.005982095	0.008973142
cosmos1gkj0nrpw87ndxm5j2e240r3r8247r8xtgrp7qr	59.49425	0.005949425	0.008924138
cosmos13au29lr3xcy929yyx6drg34yxlh373k0rjfvjy	59.45104	0.005945104	0.008917656
cosmos1wd8pgjh8uhwwpp6dkut2sz0arwns807c89a2c4	59.1	0.00591	0.008865
cosmos1llwwtaq7s8eju8ujq9v2ztqhzfymdchaj49ww9	59.088084	0.005908808	0.008863213
cosmos17egzw0ek4rfxln7mw9y5tjflm0mvuztzy5rhly	59.055471	0.005905547	0.008858321
cosmos1q8s7ncepqfuxcgds7dm5sf3kvtsj8x6n0gy3zl	59	0.0059	0.00885
cosmos136l59uatzydvekykyjp5vrlatcg8uzm3kq2g50	58.924938	0.005892494	0.008838741
cosmos1700svcp4nfxsufhn35aws4ladjevaa3urx3ac0	58.9	0.00589	0.008835
cosmos1hc4cjhknvmdruxyxumxel0sc7s9jf92z46vxfe	58.55953	0.005855953	0.00878393
cosmos18m6aahemtvyjae664h9j5lex2ztkzfpzxgw64t	58.436161	0.005843616	0.008765424
cosmos1pkveqqkmzsu0lw9206ju7rtzkevayvu4fkxxal	58.000001	0.0058	0.0087
cosmos1nv62qjehpkeup2tnr7g58ljauhglp877hewde4	58	0.0058	0.0087
cosmos1668jca2f4smsl95qw54vlcnl8vrradnl3r086r	57.920895	0.00579209	0.008688134
cosmos1eht76fu39xn6wye6f9e5dxw40jsnrnjrf0p6xp	57.65	0.005765	0.0086475
